"Observation station","Year","Month","Day","Time [Local time]","Cloud cover [1/8]"
"Hyvinkää Hyvinkäänkylä","2008","2","6","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","7","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","8","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","9","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","10","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","11","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","12","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","13","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","14","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","15","07:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","16","07:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","17","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","18","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","19","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","20","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","21","07:40","Cloudiness cannot be determined (9/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","22","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","23","07:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","24","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","25","07:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","26","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","27","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","2","29","07:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","1","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","2","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","3","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","4","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","5","07:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","6","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","7","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","8","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","9","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","10","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","11","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","12","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","13","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","14","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","15","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","16","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","17","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","18","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","19","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","20","07:40","Mostly cloudy (6/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","21","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","22","07:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","23","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","24","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","25","07:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","26","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","27","07:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","28","07:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","29","07:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","30","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","3","31","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","1","08:40","Partly cloudy (4/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","2","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","3","08:40","Mostly clear (3/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","4","08:40","Mostly clear (3/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","5","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","6","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","7","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","8","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","9","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","10","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","11","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","12","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","13","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","14","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","15","08:40","Mostly cloudy (6/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","16","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","17","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","18","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","19","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","20","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","21","08:40","Mostly clear (3/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","22","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","23","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","24","08:40","Partly cloudy (4/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","25","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","26","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","27","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","28","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","29","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","4","30","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","1","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","3","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","4","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","5","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","6","08:40","Mostly clear (3/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","7","08:40","Mostly clear (3/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","8","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","9","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","10","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","11","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","12","08:40","Partly cloudy (4/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","13","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","14","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","15","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","16","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","17","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","18","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","19","08:40","Mostly cloudy (6/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","20","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","21","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","22","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","23","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","24","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","25","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","26","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","27","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","28","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","29","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","30","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","5","31","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","1","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","2","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","3","08:40","Clear (1/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","4","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","5","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","6","08:40","Partly cloudy (4/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","7","08:40","Clear (0/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","8","08:40","Partly cloudy (5/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","9","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","10","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","11","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","12","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","13","08:40","Mostly cloudy (6/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","14","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","15","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","16","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","17","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","18","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","19","08:40","Mostly clear (2/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","20","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","21","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","22","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","23","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","24","08:40","Cloudy (8/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","25","08:40","Mostly cloudy (7/8)"
"Hyvinkää Hyvinkäänkylä","2008","6","26","08:40","Clear (1/8)"
